id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued,ndc,availability_status
10551,Ketamine Hydrochloride Injection,Gland Pharma Limited,"Ketamine Hydrochloride, Injection, 100 mg/1 mL (NDC 25021-684-05)",Reverified,12/19/23,Tentatively available by end of October 2023,Distributed by Sagent Pharmaceuticals: 1-866-625-1618,,Regulatory delay,Anesthesia,Current,,,25021-684-05,not available
10552,Ketamine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Ketamine Hydrochloride, Injection, 50 mg/1 mL (NDC 0143-9508-10)",Revised,12/19/23,This presentation is on backorder.,Recovery: TBD,,Demand increase for the drug,Anesthesia,Current,,,0143-9508-10,not available
10553,Ketamine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Ketamine Hydrochloride, Injection, 100 mg/1 mL (NDC 0143-9509-10)",Revised,12/19/23,This presentation is on backorder.,Recovery: TBD,,Demand increase for the drug,Anesthesia,Current,,,0143-9509-10,not available
10554,Ketamine Hydrochloride Injection,"Par Pharmaceutical, Inc.","Ketalar, Injection, 10 mg/1 mL (NDC 42023-113-10)",Revised,12/19/23,This presentation is on backorder.,Recovery: TBD,,Shortage of an active ingredient,Anesthesia,Current,,,42023-113-10,not available
10555,Ketamine Hydrochloride Injection,"Par Pharmaceutical, Inc.","Ketalar, Injection, 100 mg/1 mL (NDC 42023-115-10)",Revised,12/19/23,This presentation is on backorder.,Recovery: TBD,,Shortage of an active ingredient,Anesthesia,Current,,,42023-115-10,not available
10556,Ketamine Hydrochloride Injection,"Par Pharmaceutical, Inc.","Ketalar, Injection, 50 mg/1 mL (NDC 42023-114-10)",Revised,12/19/23,This presentation is on backorder.,Recovery: TBD,,Shortage of an active ingredient,Anesthesia,Current,,,42023-114-10,not available
10557,Ketamine Hydrochloride Injection,Eugia US LLC,"Injection, 10 mg/1 mL (NDC 55150-438-10)",Revised,12/20/23,Currently on backorder - next shipment Jan,Intermittent availability expected,,Demand increase for the drug,Anesthesia,Current,,,55150-438-10,not available
10558,Ketamine Hydrochloride Injection,Eugia US LLC,"Injection, 50 mg/1 mL (NDC 55150-439-10)",Revised,12/20/23,Currently on backorder - next shipment TBD,Intermittent availability expected,,Demand increase for the drug,Anesthesia,Current,,,55150-439-10,not available
10559,Ketamine Hydrochloride Injection,Eugia US LLC,"Injection, 100 mg/1 mL (NDC 55150-440-10)",Revised,12/20/23,Currently on backorder - next shipment TBD,Intermittent availability expected,,Demand increase for the drug,Anesthesia,Current,,,55150-440-10,not available
10560,Ketamine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Injection, 100 mg/1 mL (NDC 0409-2051-05)",Reverified,12/19/23,Next Delivery and Estimated Recovery: December 2023,Shortage per Manufacturer: Manufacturing Delay,,Demand increase for the drug,Anesthesia,Current,,,0409-2051-05,not available
10561,Ketamine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Ketamine Hydrochloride, Injection, 50 mg/1 mL (NDC 0409-2053-10)",Reverified,12/19/23,Next Delivery: February 2025; Estimated Recovery: March 2025,Shortage per Manufacturer: Manufacturing Delay,,Demand increase for the drug,Anesthesia,Current,,,0409-2053-10,not available
10562,Ketorolac Tromethamine Injection,"Fresenius Kabi USA, LLC","Injection, 15 mg/1 mL (NDC 63323-161-01)",Reverified,12/20/23,Available. Check wholesaler for inventory,Check wholesaler for inventory,,,Analgesia/Addiction,Current,,,63323-161-01,available
10563,Ketorolac Tromethamine Injection,"Fresenius Kabi USA, LLC","Injection, 30 mg/1 mL (NDC 63323-162-01)",Reverified,12/20/23,Backordered. Next release December 2023. Check wholesaler for inventory.,Check wholesaler for inventory.,,Delay in shipping of the drug,Analgesia/Addiction,Current,,,63323-162-01,not available
10564,Ketorolac Tromethamine Injection,"Fresenius Kabi USA, LLC","Injection, 30 mg/1 mL (NDC 63323-162-02)",Reverified,12/20/23,Available,Check wholesaler for inventory.,,,Analgesia/Addiction,Current,,,63323-162-02,available
10565,Ketorolac Tromethamine Injection,Gland Pharma Limited,"Injection, 15 mg/1 mL (NDC 70860-700-01)",Revised,12/19/23,Available,,,Demand increase for the drug,Analgesia/Addiction,Current,,,70860-700-01,available
10566,Ketorolac Tromethamine Injection,Gland Pharma Limited,"Injection, 30 mg/1 mL (NDC 70860-701-01)",Revised,12/19/23,Available,,,Demand increase for the drug,Analgesia/Addiction,Current,,,70860-701-01,available
10567,Ketorolac Tromethamine Injection,Gland Pharma Limited,"Injection, 30 mg/1 mL (NDC 70860-701-02)",Revised,12/19/23,Available,,,Demand increase for the drug,Analgesia/Addiction,Current,,,70860-701-02,available
10568,Ketorolac Tromethamine Injection,Sagent Pharmaceuticals,"Injection, 15 mg/1 mL (NDC 25021-700-01)",Revised,12/19/23,Available,,,,Analgesia/Addiction,Current,,,25021-700-01,available
10569,Ketorolac Tromethamine Injection,Sagent Pharmaceuticals,"Injection, 30 mg/1 mL (NDC 25021-701-02)",Revised,12/19/23,Available,,,,Analgesia/Addiction,Current,,,25021-701-02,available
10570,Ketorolac Tromethamine Injection,Sagent Pharmaceuticals,"Injection, 30 mg/1 mL (NDC 25021-701-01)",Reverified,12/19/23,Available,,,,Analgesia/Addiction,Current,,,25021-701-01,available
10571,Ketorolac Tromethamine Injection,"Hospira, Inc., a Pfizer Company","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 0409-3793-01)",Reverified,9/11/23,Depleted,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,,Analgesia/Addiction,Current,,,0409-3793-01,not available
10572,Ketorolac Tromethamine Injection,"Hospira, Inc., a Pfizer Company","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0409-3795-01)",Reverified,9/11/23,Depleted,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,,Analgesia/Addiction,Current,,,0409-3795-01,not available
10573,Ketorolac Tromethamine Injection,"Hospira, Inc., a Pfizer Company","Ketorolac Tromethamine, Injection, 60 mg/2 mL (NDC 0409-3796-01)",Reverified,9/11/23,Depleted,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,,Analgesia/Addiction,Current,,,0409-3796-01,not available
10574,Ketorolac Tromethamine Injection,Baxter Healthcare,"Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 0338-0069-10)",Reverified,12/19/23,Limited Supply; Recovery: May 2024,,,Demand increase for the drug,Analgesia/Addiction,Current,,,0338-0069-10,limited availability
10575,Ketorolac Tromethamine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 0641-6041-25)",Reverified,5/16/23,"Unavailable, shortage recovery TBD.",,,Demand increase for the drug,Analgesia/Addiction,Current,,,0641-6041-25,unclear
10576,Ketorolac Tromethamine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0641-6042-25)",Reverified,5/16/23,"Unavailable, shortage recovery TBD.",,,Demand increase for the drug,Analgesia/Addiction,Current,,,0641-6042-25,unclear
10577,Ketorolac Tromethamine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0641-6043-25)",Reverified,5/16/23,"Unavailable, shortage recovery TBD.",,,Demand increase for the drug,Analgesia/Addiction,Current,,,0641-6043-25,unclear
10578,Ketorolac Tromethamine Injection,Baxter Healthcare,"Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0338-0072-25)",Reverified,12/19/23,Limited supply; Recovery: June 2024,FOR INTRAVENOUS AND INTRAMUSCULAR USE. 30mg/mL (1 mL fill volume/ 2 mL container),,Demand increase for the drug,Analgesia/Addiction,Current,,,0338-0072-25,limited availability
10579,Ketorolac Tromethamine Injection,"Fresenius Kabi USA, LLC","Injection, 15 mg/1 mL (NDC 76045-107-10)",Reverified,12/20/23,Not available at this time.,Check wholesaler for inventory.,,Demand increase for the drug,Analgesia/Addiction,Current,,,76045-107-10,not available
10580,Ketorolac Tromethamine Injection,"Fresenius Kabi USA, LLC","Injection, 30 mg/1 mL (NDC 76045-104-10)",Reverified,12/20/23,RFID NDC 76045-0209-10 release January 2024.,Check wholesaler for inventory.,,Demand increase for the drug,Analgesia/Addiction,Current,,,76045-104-10,not available
10581,Ketorolac Tromethamine Injection,"Fresenius Kabi USA, LLC","Injection, 60 mg/2 mL (NDC 76045-105-20)",Reverified,12/20/23,Available,Check wholesaler for inventory,,,Analgesia/Addiction,Current,,,76045-105-20,available
10582,Ketorolac Tromethamine Injection,Gland Pharma Limited,"Injection, 30 mg/1 mL (NDC 72266-118-25)",Revised,12/19/23,Available,,,Demand increase for the drug,Analgesia/Addiction,Current,,,72266-118-25,available
10583,Ketorolac Tromethamine Injection,Gland Pharma Limited,"Injection, 30 mg/1 mL (NDC 72266-119-25)",Revised,12/19/23,Available,,,Demand increase for the drug,Analgesia/Addiction,Current,,,72266-119-25,available
10584,Ketorolac Tromethamine Injection,Alembic Pharmaceuticals,"Injection, 15 mg/1 mL (NDC 62332-599-25)",Revised,12/19/23,Product available,,,,Analgesia/Addiction,Current,,,62332-599-25,available
10585,Ketorolac Tromethamine Injection,Alembic Pharmaceuticals,"Injection, 30 mg/1 mL (NDC 62332-600-25)",Revised,12/19/23,Product available,,,,Analgesia/Addiction,Current,,,62332-600-25,available
10586,Ketorolac Tromethamine Injection,Alembic Pharmaceuticals,"Injection, 60 mg/2 mL (NDC 62332-601-25)",Revised,12/19/23,Product available,,,,Analgesia/Addiction,Current,,,62332-601-25,available
10587,Ketorolac Tromethamine Injection,Gland Pharma Limited,"Injection, 30 mg/1 mL (NDC 70860-701-03)",Revised,12/19/23,Available,,,Demand increase for the drug,Analgesia/Addiction,Current,,,70860-701-03,available
10588,Ketorolac Tromethamine Injection,Gland Pharma Limited,"Injection, 15 mg/1 mL (NDC 70860-700-02)",Revised,12/19/23,Available,,,Demand increase for the drug,Analgesia/Addiction,Current,,,70860-700-02,available
10589,Ketorolac Tromethamine Injection,Gland Pharma Limited,"Injection, 30 mg/1 mL (NDC 70860-701-04)",Revised,12/19/23,Available,,,Demand increase for the drug,Analgesia/Addiction,Current,,,70860-701-04,available
10590,"Ketorolac Tromethamine Tablet, Film Coated",Virtus Pharmaceuticals,"Ketorolac Tromethamine, Tablet, Film Coated, 10 mg (NDC 69543-388-10)",Revised,6/6/23,Available,,,,Analgesia/Addiction,Current,,,69543-388-10,available
10591,Leucovorin Calcium Injection,Sagent Pharmaceuticals,"Leucovorin Calcium Preservative Free, Injection, 500 mg/50 mL (NDC 25021-828-50)",Revised,12/19/23,Replenishment due in January,,,Demand increase for the drug,Oncology; Pediatric,Current,,,25021-828-50,not available
10592,Leucovorin Calcium Injection,"Hikma Pharmaceuticals USA, Inc.","Injection, 50 mg/5 mL (NDC 0143-9555-01)",Reverified,12/19/23,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the December 2023 - January 2024 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Oncology; Pediatric,Current,,,0143-9555-01,not available
10593,Leucovorin Calcium Injection,"Hikma Pharmaceuticals USA, Inc.","Injection, 100 mg/10 mL (NDC 0143-9554-01)",Reverified,12/19/23,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the December 2023 - January 2024 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Oncology; Pediatric,Current,,,0143-9554-01,not available
10594,Leucovorin Calcium Injection,"Hikma Pharmaceuticals USA, Inc.","Injection, 200 mg/20 mL (NDC 0143-9553-01)",Reverified,12/19/23,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the December 2023 - January 2024 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Oncology; Pediatric,Current,,,0143-9553-01,not available
10595,Leucovorin Calcium Injection,"Hikma Pharmaceuticals USA, Inc.","Injection, 350 mg/17.5 mL (NDC 0143-9552-01)",Reverified,12/19/23,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the December 2023 - January 2024 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Oncology; Pediatric,Current,,,0143-9552-01,not available
10596,Leucovorin Calcium Injection,"Fresenius Kabi USA, LLC","Leucovorin Calcium, Injection, 10 mg/1 mL (NDC 63323-631-10)",Reverified,12/20/23,Next release February 2024.  Check wholesalers for inventory.,Check wholesalers for inventory.,,Delay in shipping of the drug,Oncology; Pediatric,Current,,,63323-631-10,not available
10597,Leucovorin Calcium Injection,"Fresenius Kabi USA, LLC","Leucovorin Calcium, Injection, 10 mg/1 mL (NDC 63323-631-50)",Reverified,12/20/23,Next release January 2024. Check wholesaler for inventory.,Check wholesalers for inventory.,,Delay in shipping of the drug,Oncology; Pediatric,Current,,,63323-631-50,not available
10598,Leucovorin Calcium Injection,"Mylan Institutional, a Viatris Company","Leucovorin Calcium Preservative Free, Injection, 100 mg/10 mL (NDC 67457-528-10)",Reverified,12/21/23,Re-supply in January 2024,,,Demand increase for the drug,Oncology; Pediatric,Current,,,67457-528-10,not available
10599,Leucovorin Calcium Injection,"Mylan Institutional, a Viatris Company","Leucovorin Calcium Preservative Free, Injection, 200 mg/20 mL (NDC 67457-529-20)",Reverified,12/21/23,Available,,,Demand increase for the drug,Oncology; Pediatric,Current,,,67457-529-20,available
10600,Leucovorin Calcium Injection,"Mylan Institutional, a Viatris Company","Leucovorin Calcium Preservative Free, Injection, 350 mg/17.5 mL (NDC 67457-530-35)",Reverified,12/21/23,Available,,,Demand increase for the drug,Oncology; Pediatric,Current,,,67457-530-35,available
10601,Lidocaine Hydrochloride Injection,Eugia US LLC,"Injection, 20 mg/mL (NDC 55150-256-50)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,,55150-256-50,available
10602,Lidocaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Lidocaine Hydrochloride Preservative Free, Injection, 15 mg/1 mL (NDC 0409-4776-01)",Revised,9/11/23,Available,,,,Anesthesia; Pediatric,Current,,,0409-4776-01,available
10603,Lidocaine Hydrochloride Injection,Eugia US LLC,"Injection, 10 mg/mL (NDC 55150-251-10)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,,55150-251-10,available
10604,Lidocaine Hydrochloride Injection,Eugia US LLC,"Injection, 10 mg/mL (NDC 55150-252-20)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,,55150-252-20,available
10605,Lidocaine Hydrochloride Injection,Eugia US LLC,"Injection, 20 mg/mL (NDC 55150-254-10)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Anesthesia,Current,,,55150-254-10,available
10606,Lidocaine Hydrochloride Injection,Eugia US LLC,"Injection, 20 mg/mL (NDC 55150-255-20)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,,55150-255-20,available
10607,Lidocaine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 0143-9595-25)",Revised,3/24/23,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the May timeframe. Product will be made available as it is released.,,Demand increase for the drug,Anesthesia,Current,,,0143-9595-25,not available
10608,Lidocaine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/1 mL (NDC 0143-9594-25)",Revised,3/24/23,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the May timeframe. Product will be made available as it is released.,,Demand increase for the drug,Anesthesia,Current,,,0143-9594-25,not available
10609,Lidocaine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 0143-9577-10)",Revised,3/24/23,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the May timeframe. Product will be made available as it is released.,,Demand increase for the drug,Anesthesia,Current,,,0143-9577-10,not available
10610,Lidocaine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 0143-9575-10)",Revised,3/24/23,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the April timeframe. Product will be made available as it is released.,,Demand increase for the drug,Anesthesia,Current,,,0143-9575-10,not available
10611,Lidocaine Hydrochloride Injection,"Spectra Medical Devices, LLC","Injection, 10 mg/1 mL (NDC 65282-1605-1)",Reverified,12/20/23,Available,,,,Anesthesia,Current,,,65282-1605-1,available
10612,Lidocaine Hydrochloride Injection,Eugia US LLC,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/mL (NDC 55150-158-72)",Reverified,12/19/23,On long term backorder,Check wholesalers for inventory,,Demand increase for the drug,Anesthesia,Current,,,55150-158-72,not available
10613,Lidocaine Hydrochloride Injection,Eugia US LLC,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-159-74)",Revised,11/1/23,On long term backorder,Check wholesalers for inventory,,Demand increase for the drug,Anesthesia,Current,,,55150-159-74,not available
10614,Lidocaine Hydrochloride Injection,Eugia US LLC,"Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/1 mL (NDC 55150-160-72)",Reverified,12/19/23,On long term backorder,Check wholesalers for inventory,,Demand increase for the drug,Anesthesia,Current,,,55150-160-72,not available
10615,Lidocaine Hydrochloride Injection,Eugia US LLC,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-161-02)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,,55150-161-02,available
10616,Lidocaine Hydrochloride Injection,Eugia US LLC,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-162-05)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,,55150-162-05,available
10617,Lidocaine Hydrochloride Injection,Eugia US LLC,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-163-30)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,,55150-163-30,available
10618,Lidocaine Hydrochloride Injection,Eugia US LLC,"Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/mL (NDC 55150-164-02)",Reverified,12/20/23,Available,Check wholesalers for inventory,,,Anesthesia,Current,,,55150-164-02,available
10619,Lidocaine Hydrochloride Injection,Eugia US LLC,"Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/1 mL (NDC 55150-165-05)",Reverified,12/19/23,Available,Check wholesalers for inventory,,,Anesthesia,Current,,,55150-165-05,available
