id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
14932,Oxaprozin Tablet,"Hospira, Inc., a Pfizer Company","Daypro, Tablet, 600 mg (NDC 0025-1381-31)",New,7/17/25,,Discontinuation of the manufacture of the drug.,,,Analgesia/Addiction,To Be Discontinued,,7/17/25
14933,Oxazepam Capsule,"Teva Pharmaceuticals USA, Inc.","Oxazepam, Capsule, 10 mg (NDC 0228-2067-10)",Revised,7/3/25,,,Available,,Neurology; Psychiatry,Resolved,7/3/25,
14934,Oxazepam Capsule,"Teva Pharmaceuticals USA, Inc.","Oxazepam, Capsule, 15 mg (NDC 0228-2069-10)",Revised,7/3/25,,,Available,,Neurology; Psychiatry,Resolved,7/3/25,
14935,Oxazepam Capsule,"Teva Pharmaceuticals USA, Inc.","Oxazepam, Capsule, 30 mg (NDC 0228-2073-10)",Revised,7/3/25,,,Available,,Neurology; Psychiatry,Resolved,7/3/25,
14936,Oxybutynin Chloride Tablet,"Upsher-Smith Laboratories, LLC","Oxybutynin Chloride, Tablet, 5 mg (NDC 0832-0038-00)",New,5/14/25,,,,,Renal,To Be Discontinued,,5/14/25
14937,Oxybutynin Chloride Tablet,"Upsher-Smith Laboratories, LLC","Oxybutynin Chloride, Tablet, 5 mg (NDC 0832-0038-01)",New,5/14/25,,,,,Renal,To Be Discontinued,,5/14/25
14938,Oxybutynin Chloride Tablet,"Upsher-Smith Laboratories, LLC","Oxybutynin Chloride, Tablet, 5 mg (NDC 0832-0038-10)",New,5/14/25,,,,,Renal,To Be Discontinued,,5/14/25
14939,Oxybutynin Chloride Tablet,"Upsher-Smith Laboratories, LLC","Oxybutynin Chloride, Tablet, 5 mg (NDC 0832-0038-50)",New,5/14/25,,,,,Renal,To Be Discontinued,,5/14/25
14940,Palivizumab Injection,Swedish Orphan Biovitrum AB,"Synagis, Injection, 50 mg/.5 mL (NDC 66658-230-01)",New,8/13/25,,Discontinuation of the manufacture of the drug,,,Antiviral,To Be Discontinued,,8/13/25
14941,Palivizumab Injection,Swedish Orphan Biovitrum AB,"Synagis, Injection, 100 mg/1 mL (NDC 66658-231-01)",New,8/13/25,,Discontinuation of the manufacture of the drug,,,Antiviral,To Be Discontinued,,8/13/25
14942,Pantoprazole Sodium Injection,Sun Pharmaceutical Industries Limited,"Pantoprazole Sodium, Injection, 40 mg/10 mL (NDC 62756-129-40)",New,12/5/24,,Discontinuing for business reasons,,,Gastroenterology,To Be Discontinued,,12/5/24
14943,Pantoprazole Sodium Injection,Sun Pharmaceutical Industries Limited,"Pantoprazole Sodium, Injection, 40 mg/10 mL (NDC 62756-129-44)",New,12/5/24,,Discontinuing for business reasons,,,Gastroenterology,To Be Discontinued,,12/5/24
14944,Pantoprazole Sodium Injection,Sun Pharmaceutical Industries Limited,"Pantoprazole Sodium, Injection, 40 mg/10 mL (NDC 62756-129-45)",New,12/5/24,,Discontinuing for business reasons,,,Gastroenterology,To Be Discontinued,,12/5/24
14945,Parathyroid Hormone Injection,Takeda Pharmaceuticals USA Inc.,"Natpara, Injection, 50 ug/.08 mL, Injection, Powder, Lyophilized, For Solution (NDC 68875-0203-2)",Reverified,8/15/25,Limited Availability,Takeda will be ceasing manufacturing of Natpara at the end of 2024 with a priority to maintain treatment continuity for patients enrolled in the U.S. Special Use Program until inventory is depleted or expired.,,Discontinuation of the manufacture of the drug,Endocrinology/Metabolism,Current,,
14946,Parathyroid Hormone Injection,Takeda Pharmaceuticals USA Inc.,"Natpara, Injection, 75 ug/.08 mL, Injection, Powder, Lyophilized, For Solution (NDC 68875-0204-2)",Reverified,8/15/25,Limited Availability,Takeda will be ceasing manufacturing of Natpara at the end of 2024 with a priority to maintain treatment continuity for patients enrolled in the U.S. Special Use Program until inventory is depleted or expired.,,Discontinuation of the manufacture of the drug,Endocrinology/Metabolism,Current,,
14947,Parathyroid Hormone Injection,Takeda Pharmaceuticals USA Inc.,"Natpara, Injection, 100 ug/.08 mL, Injection, Powder, Lyophilized, For Solution (NDC 68875-0205-2)",Reverified,8/15/25,Unavailable,The 100 Mcg Cartridge Is No Longer Available And Takeda Is Unable To Resupply Prior To Ceasing Of Manufacturing Of Natpara At The End Of 2024.,,Discontinuation of the manufacture of the drug,Endocrinology/Metabolism,Current,,
14948,Parathyroid Hormone Injection,Takeda Pharmaceuticals USA Inc.,"Natpara, Injection, 25 ug/.08 mL, Injection, Powder, Lyophilized, For Solution (NDC 68875-0202-2)",Reverified,8/15/25,Limited Availability,Takeda will be ceasing manufacturing of Natpara at the end of 2024 with a priority to maintain treatment continuity for patients enrolled in the U.S. Special Use Program until inventory is depleted or expired.,,Discontinuation of the manufacture of the drug,Endocrinology/Metabolism,Current,,
14949,Peginterferon alfa-2a Injection,pharmaand GmbH (pharma&),"Pegasys, Injection, 180 ug/1 mL (NDC 82154-0449-1)",Revised,8/19/25,Limited Availability,"Pegasys availability will become more limited through Q4 2025. Product replenishment is expected sometime in 2026 and before May 31, 2026.",,Shortage of an active ingredient,Antiviral,Current,,
14950,Peginterferon alfa-2a Injection,pharmaand GmbH (pharma&),"Pegasys, Injection, 180 ug/.5 mL (NDC 82154-0451-4)",Revised,8/19/25,Limited Availability,"Pegasys availability will become more limited through Q4 2025. Product replenishment is expected sometime in 2026 and before May 31, 2026.",,Shortage of an active ingredient,Antiviral,Current,,
14951,Pemetrexed Ditromethamine Injection,Pfizer Inc.,"Pemetrexed Ditromethamine, Injection, 100 mg Single Dose Vial (NDC 0409-1060-01)",New,7/17/25,,Discontinuation of the manufacture of the drug.,,,Oncology,To Be Discontinued,,7/17/25
14952,Pemetrexed Ditromethamine Injection,Pfizer Inc.,"Pemetrexed Ditromethamine, Injection, 500 mg Single Dose Vial (NDC 0409-1061-01)",New,7/17/25,,Discontinuation of the manufacture of the drug.,,,Oncology,To Be Discontinued,,7/17/25
14953,Penicillin G Benzathine Injection,Laboratorios Atral,"Lentocilin, Injection, 1200000 U/4 mL (NDC 84383-110-01)",Reverified,7/18/25,Available,,,,Anti-Infective,Current,,
14954,Penicillin G Benzathine Injection,Laboratoires Delbert,"Extencilline, Injection, 1,200,000 units (NDC 81284-521-01)",Reverified,7/18/25,Available,,,,Anti-Infective,Current,,
14955,Penicillin G Benzathine Injection,Laboratoires Delbert,"Extencilline, Injection, 2,400,000 units (NDC 81284-522-01)",Reverified,7/18/25,Available,,,,Anti-Infective,Current,,
14956,Penicillin G Benzathine Injection,Pfizer Inc.,"Bicillin L-A, Injection, 600000 [iU]/1 mL (NDC 60793-700-10)",Revised,8/25/25,Unavailable,Next Delivery: October 2025; Estimated Recovery: December 2025,,Demand increase for the drug,Anti-Infective,Current,,
14957,Penicillin G Benzathine Injection,Pfizer Inc.,"Bicillin L-A, Injection, 1200000 [iU]/2 mL (NDC 60793-701-10)",Revised,8/25/25,Limited Availability,Shortage per Manufacturer: Manufacturing Delay,,Other,Anti-Infective,Current,,
14958,Penicillin G Benzathine Injection,Pfizer Inc.,"Bicillin L-A, Injection, 2400000 [iU]/4 mL (NDC 60793-702-10)",Revised,8/25/25,Unavailable,Shortage per Manufacturer: Manufacturing Delay,,Other,Anti-Infective,Current,,
14959,Peritoneal Dialysis Solution,Baxter Healthcare,"Peritoneal Dialysis, Solution, Various NDCs (NDC 0941-0679-05)",Revised,7/7/25,,,Available,,Renal,Resolved,7/7/25,
14960,Peritoneal Dialysis Solution,Fresenius Medical Care North America,"Peritoneal Dialysis, Solution, Various NDCs (NDC 46163-206-94)",Revised,7/7/25,,,Available,,Renal,Resolved,7/7/25,
14961,Phentermine Hydrochloride Tablet,"Teva Pharmaceuticals USA, Inc.","Adipex-P, Tablet, 37.5 mg (NDC 57844-140-01)",New,6/13/25,,,,,Other,To Be Discontinued,,6/13/25
14962,Phentermine Hydrochloride Tablet,"Teva Pharmaceuticals USA, Inc.","Adipex-P, Tablet, 37.5 mg (NDC 57844-140-56)",New,6/13/25,,,,,Other,To Be Discontinued,,6/13/25
14963,Pimecrolimus Cream,"Bausch Health Americas, Inc.","Elidel, Cream, 30gm (NDC 0187-5100-01)",New,2/28/25,,Authorized generic is still marketed and available under NDC 68682-110-01,,,Dermatology,To Be Discontinued,,2/28/25
14964,Pimecrolimus Cream,"Bausch Health Americas, Inc.","Elidel, Cream, 60gm (NDC 0187-5101-02)",New,2/28/25,,Authorized generics is still marketed and available under NDC 68682-111-02,,,Dermatology,To Be Discontinued,,2/28/25
14965,Pimecrolimus Cream,"Bausch Health Americas, Inc.","Elidel, Cream, 100gm (NDC 0187-5102-03)",New,2/28/25,,Authorized generics is still marketed and available under NDC 68682-112-03,,,Dermatology,To Be Discontinued,,2/28/25
14966,Pirfenidone Capsule,"Genentech, Inc","Esbriet, Capsule, 267 mg (NDC 50242-121-01)",New,2/5/25,,,,,Pulmonary/Allergy,To Be Discontinued,,2/5/25
14967,"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","Potassium Chloride, Capsule, Extended Release, 600 mg (NDC 62037-559-01)",New,5/19/25,,,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,5/19/25
14968,"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","Potassium Chloride, Capsule, Extended Release, 600 mg (NDC 62037-559-05)",New,5/19/25,,,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,5/19/25
14969,"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","Potassium Chloride, Capsule, Extended Release, 750 mg (NDC 62037-560-01)",New,5/19/25,,,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,5/19/25
14970,"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","Potassium Chloride, Capsule, Extended Release, 750 mg (NDC 62037-560-05)",New,5/19/25,,,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,5/19/25
14971,"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","Potassium Chloride, Capsule, Extended Release, 750 mg (NDC 62037-560-10)",New,5/19/25,,,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,5/19/25
14972,"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","Potassium Chloride, Capsule, Extended Release, 750 mg (NDC 62037-560-90)",New,5/19/25,,,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,5/19/25
14973,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Potassium Chloride, Tablet, Extended Release, 600 mg (NDC 0832-5322-11)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14974,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Potassium Chloride, Tablet, Extended Release, 600 mg (NDC 0832-5322-10)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14975,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Potassium Chloride, Tablet, Extended Release, 750 mg (NDC 0832-5323-11)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14976,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Potassium Chloride, Tablet, Extended Release, 750 mg (NDC 0832-5323-10)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14977,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-01)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14978,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-11)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14979,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-15)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14980,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Klor-Con, Tablet, Extended Release, 750 mg (NDC 0245-5316-01)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14981,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Klor-Con, Tablet, Extended Release, 750 mg (NDC 0245-5316-15)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14982,"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","Klor-Con, Tablet, Extended Release, 750 mg (NDC 0245-5316-11)",New,7/23/25,,Discontinuation of the manufacture of the drug product,,,Endocrinology/Metabolism; Gastroenterology,To Be Discontinued,,7/23/25
14983,"Potassium Citrate Tablet, Extended Release",Watson Pharma Private Limited,"Potassium Citrate, Tablet, Extended Release, 5 meq (NDC 0591-2682-01)",New,7/17/25,,A business decision was made to discontinue.,,,Renal,To Be Discontinued,,7/17/25
14984,"Potassium Citrate Tablet, Extended Release",Watson Pharma Private Limited,"Potassium Citrate, Tablet, Extended Release, 10 meq (NDC 0591-2729-01)",New,7/17/25,,A business decision was made to discontinue.,,,Renal,To Be Discontinued,,7/17/25
14985,"Potassium Citrate Tablet, Extended Release",Watson Pharma Private Limited,"Potassium Citrate, Tablet, Extended Release, 15 meq (NDC 0591-2742-01)",New,7/17/25,,A business decision was made to discontinue.,,,Renal,To Be Discontinued,,7/17/25
14986,Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.","Pravastatin Sodium, Tablet, 10 mg (NDC 0093-0771-10)",New,6/13/25,,,,,Cardiovascular,To Be Discontinued,,6/13/25
14987,Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.","Pravastatin Sodium, Tablet, 10 mg (NDC 0093-0771-98)",New,6/13/25,,,,,Cardiovascular,To Be Discontinued,,6/13/25
14988,Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.","Pravastatin Sodium, Tablet, 20 mg (NDC 0093-7201-10)",New,6/13/25,,,,,Cardiovascular,To Be Discontinued,,6/13/25
14989,Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.","Pravastatin Sodium, Tablet, 20 mg (NDC 0093-7201-98)",New,6/13/25,,,,,Cardiovascular,To Be Discontinued,,6/13/25
14990,Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.","Pravastatin Sodium, Tablet, 40 mg (NDC 0093-7202-10)",New,6/13/25,,,,,Cardiovascular,To Be Discontinued,,6/13/25
14991,Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.","Pravastatin Sodium, Tablet, 40 mg (NDC 0093-7202-98)",New,6/13/25,,,,,Cardiovascular,To Be Discontinued,,6/13/25
14992,Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.","Pravastatin Sodium, Tablet, 80 mg (NDC 0480-7270-10)",New,6/13/25,,,,,Cardiovascular,To Be Discontinued,,6/13/25
14993,Pravastatin Sodium Tablet,"Teva Pharmaceuticals USA, Inc.","Pravastatin Sodium, Tablet, 80 mg (NDC 0480-7270-98)",New,6/13/25,,,,,Cardiovascular,To Be Discontinued,,6/13/25
14994,Prazosin Hydrochloride Capsule,Pfizer Inc.,"Minipress, Capsule, 1 mg (NDC 0069-4310-71)",New,4/28/23,,Discontinuation of the manufacture of the drug. Supply expected to exhaust in August 2023,,,Cardiovascular,To Be Discontinued,4/28/23,4/28/23
14995,Prazosin Hydrochloride Capsule,Pfizer Inc.,"Minipress, Capsule, 2 mg (NDC 0069-4370-71)",New,4/28/23,,Discontinuation of the manufacture of the drug. Supply expected to exhaust in September 2023,,,Cardiovascular,To Be Discontinued,4/28/23,4/28/23
14996,Prazosin Hydrochloride Capsule,Pfizer Inc.,"Minipress, Capsule, 5 mg (NDC 0069-4380-71)",New,4/28/23,,Discontinuation of the manufacture of the drug. Supply expected to exhaust in September 2023,,,Cardiovascular,To Be Discontinued,4/28/23,4/28/23
14997,Promethazine Hydrochloride Injection,"XGen Pharmaceuticals DJB, Inc.","Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 39822-5525-3)",Reverified,8/4/25,Unavailable,Next lots scheduled for release August 2025.,,Demand increase for the drug,Analgesia/Addiction; Gastroenterology; Other; Pulmonary/Allergy,Current,,
14998,Promethazine Hydrochloride Injection,"XGen Pharmaceuticals DJB, Inc.","Promethazine Hydrochloride, Injection, 50 mg/1 mL (NDC 39822-5550-6)",Reverified,8/4/25,Available,,,,Analgesia/Addiction; Gastroenterology; Other; Pulmonary/Allergy,Current,,
14999,Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-0928-25)",Revised,7/23/25,Unavailable,This presentation is temporarily on backorder.  Recovery is TBD at this time.,,Other,Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Current,,
15000,Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Promethazine Hydrochloride, Injection, 50 mg/1 mL (NDC 0641-0929-25)",Revised,7/23/25,Unavailable,This presentation is temporarily on backorder.  Recovery is TBD at this time.,,Other,Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Current,,
15001,Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-1495-35)",Revised,7/23/25,Unavailable,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,Demand increase for the drug,Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Current,,
15002,Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Promethazine Hydrochloride, Injection, 50 mg/1 mL (NDC 0641-1496-35)",Revised,7/23/25,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,,,Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Current,,
15003,Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Phenergen, Injection, 25 mg/1 mL (NDC 0641-6084-25)",Revised,7/23/25,Unavailable,This presentation is temporarily on backorder.  Recovery is TBD at this time.,,Other,Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Current,,
15004,Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Phenergen, Injection, 50 mg/1 mL (NDC 0641-6085-25)",Revised,7/23/25,Unavailable,This presentation is temporarily on backorder.  Recovery is TBD at this time.,,Other,Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Current,,
15005,Promethazine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-6082-25)",Revised,7/23/25,Available,Currently available.  Additional product will be made available as it is released.,,,Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy,Current,,
